index,id_distr_bank,year,newid,baseline_PSU,dummy_settl_0,dummy_settl_11,dummy_settl_2,dummy_settl_3,dummy_settl_1,dummy_settl_12,dummy_settl_4,dummy_settl_5,dummy_settl_13,dummy_settl_21,dummy_settl_22,dummy_settl_23,dummy_settl_255
82.0,155.0,2015.0,13115.0,151.0,0.9996051841043687,0.00020599090206849198,0.0,0.0001888249935627843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,171.0,2015.0,13130.0,207.0,0.9999699187203824,1.403793048817906e-05,0.0,1.6043349129347498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,172.0,2015.0,13130.0,208.0,0.9999699187203824,1.403793048817906e-05,0.0,1.6043349129347498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,268.0,2015.0,13139.0,188.0,0.953394279714214,0.021378788224641815,0.0025736720765139583,0.02245352933567684,0.0,0.0,1.9021966566991562e-06,0.00019782845229671225,0.0,0.0,0.0,0.0,0.0
86.0,266.0,2015.0,13144.0,183.0,0.9762319460251389,0.012028647421669172,0.0024648352270226427,0.008576620534844093,6.2878449668944965e-06,0.0,0.0,0.0006916629463583945,0.0,0.0,0.0,0.0,0.0
87.0,143.0,2015.0,13144.0,194.0,0.9762319460251389,0.012028647421669172,0.0024648352270226427,0.008576620534844093,6.2878449668944965e-06,0.0,0.0,0.0006916629463583945,0.0,0.0,0.0,0.0,0.0
88.0,174.0,2015.0,13153.0,210.0,0.9958469723697492,0.002035242955653872,6.839170998141633e-05,0.001914967879479657,0.0,0.0,0.0,0.00013442508513588725,0.0,0.0,0.0,0.0,0.0
89.0,173.0,2015.0,13161.0,209.0,0.9958469723697492,0.002035242955653872,6.839170998141633e-05,0.001914967879479657,0.0,0.0,0.0,0.00013442508513588725,0.0,0.0,0.0,0.0,0.0
90.0,11.0,2015.0,13171.0,526.0,0.9309405292114226,0.030730940529211423,0.009012313335079906,0.021351847000261985,0.0006811632171862719,0.0,0.0,0.005789887346083312,0.0,0.0014933193607545193,0.0,0.0,0.0
91.0,12.0,2015.0,13171.0,527.0,0.9309405292114226,0.030730940529211423,0.009012313335079906,0.021351847000261985,0.0006811632171862719,0.0,0.0,0.005789887346083312,0.0,0.0014933193607545193,0.0,0.0,0.0
92.0,10.0,2015.0,13174.0,524.0,0.8561137520155802,0.0642263313299688,0.01966368605113815,0.059849642954369356,0.00014658764894352188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,228.0,2015.0,13175.0,180.0,0.995032255572295,0.002387298644107081,5.4081199057441957e-05,0.0024259280720052537,2.3177656738903696e-05,0.0,0.0,7.725885579634565e-05,0.0,0.0,0.0,0.0,0.0
94.0,227.0,2015.0,13175.0,176.0,0.995032255572295,0.002387298644107081,5.4081199057441957e-05,0.0024259280720052537,2.3177656738903696e-05,0.0,0.0,7.725885579634565e-05,0.0,0.0,0.0,0.0,0.0
95.0,224.0,2015.0,13178.0,437.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,225.0,2015.0,13189.0,439.0,0.9997725643180398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002274356819601101
97.0,265.0,2015.0,13212.0,54.0,0.9483605974544193,0.025250856404314855,0.002509609713862666,0.022109661579130087,7.11056085594422e-05,0.0,0.0,0.0016981692397137372,0.0,0.0,0.0,0.0,0.0
98.0,267.0,2015.0,13212.0,186.0,0.9483605974544193,0.025250856404314855,0.002509609713862666,0.022109661579130087,7.11056085594422e-05,0.0,0.0,0.0016981692397137372,0.0,0.0,0.0,0.0,0.0
99.0,19.0,2015.0,13216.0,212.0,0.9433093244624593,0.02695237026051299,0.0036870062572750425,0.026045390355878825,5.908663873838209e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,22.0,2015.0,13216.0,216.0,0.9433093244624593,0.02695237026051299,0.0036870062572750425,0.026045390355878825,5.908663873838209e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,23.0,2015.0,13222.0,403.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,125.0,2015.0,13223.0,192.0,0.9689763897751585,0.01594659860115361,0.0017829661048759432,0.013062572726249016,0.0,0.0,0.0,0.00023147279256284173,0.0,0.0,0.0,0.0,0.0
103.0,142.0,2015.0,13226.0,49.0,0.9589123666127645,0.017854247814465474,0.003450297016532327,0.0163244775709909,2.494190614360718e-05,0.002677097926080504,0.0,0.0,0.0007565711530227512,0.0,0.0,0.0,0.0
104.0,126.0,2015.0,14167.0,193.0,0.9686003725071549,0.01760777722255031,0.002843774133466588,0.010902648435015672,0.0,0.0,0.0,4.54277018125653e-05,0.0,0.0,0.0,0.0,0.0
105.0,101.0,2015.0,21784.0,36.0,0.9983098567071316,0.0007516575569825946,0.0,0.0009384857358857828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,247.0,2015.0,21842.0,521.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,128.0,2015.0,21849.0,478.0,0.9754176034958018,0.01171449258793491,0.0008028149333739822,0.011267355156688643,3.556775021277136e-05,0.0,0.0,0.0007621660759879578,0.0,0.0,0.0,0.0,0.0
108.0,246.0,2015.0,21871.0,519.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,129.0,2015.0,22037.0,480.0,0.9954246306899472,0.0022978007589968294,0.00032949595789388494,0.0016474797894694248,0.0001242835630652373,0.0,2.890315420121798e-06,0.00017341892520730787,0.0,0.0,0.0,0.0,0.0
110.0,152.0,2015.0,22171.0,442.0,0.972356291177091,0.011904909612020299,0.0027544449545268434,0.011191483553978436,1.2407409705075872e-05,0.0015881484422497116,1.8611114557613807e-05,0.0001737037358710622,0.0,0.0,0.0,0.0,0.0
111.0,88.0,2015.0,22211.0,610.0,0.9974778141055581,0.0012517515179822512,0.00018682858477347034,0.001083605791686128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,27.0,2015.0,22288.0,404.0,0.992494808662118,0.0039899139721151,0.00033743696232571937,0.0029590625927024623,0.0001742806288935034,0.0,2.966478789676654e-05,1.483239394838327e-05,0.0,0.0,0.0,0.0,0.0
113.0,210.0,2015.0,22298.0,547.0,0.9604856610991345,0.016606641377148595,0.0037614426539920548,0.017881778966200326,0.00010448451816644597,0.0005288196021485429,2.1323371054376726e-06,0.0,0.0,0.0006290394461041135,0.0,0.0,0.0
114.0,100.0,2015.0,22307.0,35.0,0.9985044270097828,0.0007544208493110697,6.823907179698118e-05,0.0006729130691091199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,176.0,2015.0,22453.0,177.0,0.9976332865400273,0.0011630706146151994,2.704815382826045e-06,0.0012009380299747641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,198.0,2015.0,22549.0,166.0,0.9749429575326422,0.00826443413004815,0.0022079555806185746,0.010035136424760335,0.0001414132650848046,0.0026478115646553593,9.543226478115646e-06,0.0009335010627684032,0.0005830043812085195,2.689454734741682e-05,0.00020734828438814904,0.0,0.0
117.0,175.0,2015.0,22560.0,174.0,0.9925062509738164,0.003638054395219829,4.946368994180597e-05,0.0038062309410219694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,150.0,2015.0,22609.0,392.0,0.9782529925451696,0.009817563554734149,0.0023605890966941034,0.008985675662347854,8.147355647082281e-05,0.00033661443068208375,1.0720204798792477e-05,0.0,5.574506495372088e-05,9.862588414889078e-05,0.0,0.0,0.0
119.0,151.0,2015.0,24399.0,441.0,0.9782529925451696,0.009817563554734149,0.0023605890966941034,0.008985675662347854,8.147355647082281e-05,0.00033661443068208375,1.0720204798792477e-05,0.0,5.574506495372088e-05,9.862588414889078e-05,0.0,0.0,0.0
120.0,67.0,2015.0,22744.0,120.0,0.9968851218404722,0.0014681398516724687,9.989405176328137e-05,0.0015135462388375966,0.0,0.0,0.0,3.329801725442712e-05,0.0,0.0,0.0,0.0,0.0
121.0,64.0,2015.0,22744.0,115.0,0.9968851218404722,0.0014681398516724687,9.989405176328137e-05,0.0015135462388375966,0.0,0.0,0.0,3.329801725442712e-05,0.0,0.0,0.0,0.0,0.0
122.0,65.0,2015.0,24212.0,117.0,0.9968851218404722,0.0014681398516724687,9.989405176328137e-05,0.0015135462388375966,0.0,0.0,0.0,3.329801725442712e-05,0.0,0.0,0.0,0.0,0.0
123.0,104.0,2015.0,23280.0,389.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,153.0,2015.0,23492.0,443.0,0.936570138619449,0.02765334556100314,0.009329476914394555,0.024298966526753906,0.00036683009417657226,0.0015484462629184155,2.821769955204402e-05,2.469048710803852e-05,0.00017988783464428063,0.0,0.0,0.0,0.0
125.0,98.0,2015.0,23506.0,102.0,0.9243458269415824,0.03548780635108529,0.005648898605692383,0.031642690051415845,0.0005354978721005608,0.0004791296750373439,8.052599580459562e-05,0.001747414108959725,0.0,0.0,3.2210398321838246e-05,0.0,0.0
126.0,244.0,2015.0,23510.0,446.0,0.9646538790391533,0.015503250681594529,0.002032684272508752,0.01669704938132189,0.0,0.0011131366254214594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,248.0,2015.0,23510.0,522.0,0.9646538790391533,0.015503250681594529,0.002032684272508752,0.01669704938132189,0.0,0.0011131366254214594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,68.0,2015.0,23534.0,128.0,0.9984879106613362,0.0008482452387625946,7.3760455544573445e-06,0.0006564680543467037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,154.0,2015.0,23567.0,444.0,0.9885739911446852,0.004989799334272342,0.0005747743536946622,0.005627735704856527,3.789721013371399e-05,0.0,0.0,0.0,0.0,0.00019580225235752227,0.0,0.0,0.0
130.0,197.0,2015.0,23576.0,165.0,0.9991773544512063,0.00042123416655103375,4.460126469363887e-05,0.00035681011754911096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,249.0,2015.0,23589.0,391.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,127.0,2015.0,23653.0,417.0,0.954932129976984,0.019953243081607133,0.004588702223672049,0.020377317457728483,5.43685097591475e-05,0.0,0.0,2.53719712209355e-05,0.0,6.88667790282535e-05,0.0,0.0,0.0
133.0,250.0,2015.0,23666.0,396.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,105.0,2015.0,23717.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,63.0,2015.0,23728.0,106.0,0.9995508645856725,0.0003742795119395164,0.0,7.485590238790328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,97.0,2015.0,23753.0,101.0,0.9549343189415698,0.018882715758745703,0.004470549460897406,0.017639719384151795,1.1770799001836245e-05,0.0015961203446489948,4.708319600734498e-05,0.0011794340599839918,0.001059371910165262,0.00017891614482791091,0.0,0.0,0.0
137.0,29.0,2015.0,23756.0,408.0,0.9866119577960141,0.006541617819460727,0.0004454865181711606,0.0062837045720984756,0.0,0.00011723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,30.0,2015.0,23756.0,466.0,0.9866119577960141,0.006541617819460727,0.0004454865181711606,0.0062837045720984756,0.0,0.00011723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,106.0,2015.0,23783.0,390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,102.0,2015.0,23824.0,247.0,0.9912678108719589,0.004015492240184504,0.0008545931643503175,0.002689777203179525,3.286896785962759e-05,0.0,0.0,0.00036703680776584147,0.0,0.0007724207447012485,0.0,0.0,0.0
141.0,96.0,2015.0,23859.0,99.0,0.944744030631068,0.027152002660911553,0.002680027297282315,0.023997904914466604,0.00033452551856234314,0.0,4.778935979462045e-06,0.0009118209848813581,0.0,0.00017490905684831084,0.0,0.0,0.0
142.0,254.0,2015.0,23863.0,401.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,255.0,2015.0,23863.0,402.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,251.0,2015.0,23863.0,398.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,253.0,2015.0,23863.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,262.0,2015.0,23865.0,386.0,0.9528862483523044,0.014551150396173657,0.004179193252470006,0.020309000917901995,4.024905219072237e-05,0.004708021077086997,3.3540876825601973e-06,0.001546234421660251,0.0017765484425293846,0.0,0.0,0.0,0.0
147.0,209.0,2015.0,23941.0,543.0,0.9710604480591074,0.010294329831640256,0.0023338076947507416,0.013466087225010947,7.824229113620006e-05,0.001982979357075522,2.061221648211722e-05,5.9733362050217245e-05,0.0005493786678703079,0.0001543812948762657,0.0,0.0,0.0
148.0,200.0,2015.0,23972.0,171.0,0.9714265451315014,0.009917657685904758,0.001709554843863146,0.011455510514882085,0.00025941934857748615,0.0022433241510081896,6.532141870656125e-05,0.0012672355229072885,0.0007521294782498339,0.0002482213910849328,0.0,0.0006550805133143714,0.0
149.0,199.0,2015.0,23972.0,167.0,0.9714265451315014,0.009917657685904758,0.001709554843863146,0.011455510514882085,0.00025941934857748615,0.0022433241510081896,6.532141870656125e-05,0.0012672355229072885,0.0007521294782498339,0.0002482213910849328,0.0,0.0006550805133143714,0.0
150.0,89.0,2015.0,24023.0,621.0,0.9164912347548875,0.033711504205603024,0.0030799810755801956,0.040716079723881284,0.0,0.00026672001066880045,5.080381155596199e-05,0.003911893489809073,0.0006159962151160391,6.668000266720011e-05,1.2700952888990497e-05,0.0010764057573419445,0.0
151.0,66.0,2015.0,24063.0,119.0,0.993518871521159,0.003431185665268776,0.0,0.0030499428135722455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,168.0,2015.0,24110.0,266.0,0.990973316524845,0.004475260006303183,4.4647547011240674e-05,0.003992015968063872,0.0,0.00020485345099275135,0.0,0.00030990650278390586,0.0,0.0,0.0,0.0,0.0
153.0,261.0,2015.0,24139.0,385.0,0.9691514120160525,0.014928617247430168,0.0004400125111991136,0.014992233514109558,0.0,0.0,0.0,0.0004877247112086561,0.0,0.0,0.0,0.0,0.0
154.0,99.0,2015.0,24308.0,103.0,0.9757452799420605,0.011166577103468127,0.00252765529736336,0.009531226605725003,5.431824222454093e-05,0.00027855508833097913,5.571101766619583e-06,0.0005067381315221062,0.00017850738577210247,5.571101766619583e-06,0.0,0.0,0.0
155.0,258.0,2015.0,24340.0,372.0,0.9569954521356209,0.021798011346218348,0.0024452434964818068,0.01702654062963217,1.0819661488857551e-05,0.0,0.0002524587680733429,0.001471473962484627,0.0,0.0,0.0,0.0,0.0
156.0,257.0,2015.0,24340.0,256.0,0.9569954521356209,0.021798011346218348,0.0024452434964818068,0.01702654062963217,1.0819661488857551e-05,0.0,0.0002524587680733429,0.001471473962484627,0.0,0.0,0.0,0.0,0.0
157.0,245.0,2015.0,24382.0,449.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,243.0,2015.0,24382.0,445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,252.0,2015.0,24386.0,399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,217.0,2015.0,24412.0,204.0,0.9750167087479579,0.007105859200950542,0.003774320510916382,0.009147111243130848,3.991534234368038e-05,0.003181159958413783,7.42611020347542e-06,0.0009329050943115996,0.0007945937917718699,0.0,0.0,0.0,0.0
161.0,31.0,2015.0,24430.0,467.0,0.999661530526723,0.0001611759396557282,0.0,0.000177293533621301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,260.0,2015.0,24553.0,259.0,0.979367018442678,0.009158374547274499,0.0008201529445320446,0.009232640365086454,5.381581000866434e-06,0.0,7.534213401213008e-06,0.0007641845021230337,0.0,0.0006447134039037989,0.0,0.0,0.0
